second_name_defender,season_name,element_code,start_cost,end_cost,goals_scored,assists,minutes,clean_sheets,goals_conceded,expected_goal_involvements,goals_scored_per_90,assists_per_90,expected_goals,expected_assists,expected_goals_per_90,expected_assists_per_90,yellow_cards,red_cards,total_points,ict_index,influence,creativity,threat,bonus,penalties_missed,penalties_saved,starts,clean_sheets_per_90,defensive_effectiveness,expected_goals_conceded,goals_conceded_per_90,defensive_effectiveness_trend,goals_conceded_trend,clean_sheets_trend,first_name_defender,id_defender,id_ref,second_name_ref,first_name_ref,ACR,EAC,OII,OE,OAI,MOA,Assist Efficiency,OII_Assist_Interaction,DCB,OASIS
Cucurella Saseta,2021,179268,50,49,1,6,6541,21,92,3.51,0.009711880867594667,0.09613827595037332,1.54,1.97,0.026348104241274733,0.03424967244399623,20,0,235,101.43333333333334,472.8666666666666,405.7333333333333,133.66666666666666,25,0,0,41,0.2819820004228366,-0.40460881154502704,57.21,1.293504029285404,-0.0391448071969227,-4.166666666666666,-2.0,Marc,163,163,Cucurella Saseta,Marc,0.001070172756459257,0.060597776685270964,94.54605956846547,2.6376259196333973e-06,228.98,622.3596574690771,0.00046562991579082974,0.044023473755219346,2.6639733836933757,83.61479144220472
Dalot Teixeira,2018,216051,55,53,3,7,8197,24,137,8.07,0.019706467277109764,0.06942074703958284,4.16,3.91,0.030297836979360636,0.02629456223076434,17,1,298,82.2,365.64,312.32,144.2,37,0,0,59,0.19693466016352182,-0.5151513787057508,99.03,1.4848131069278987,0.022847437781441403,2.3499999999999996,0.95,Diogo,369,369,Dalot Teixeira,Diogo,0.001219958521410272,0.056592399210124975,76.91270881102271,3.906117192015471e-06,198.23199999999997,453.62479247371334,0.00021840689641616123,0.016798266026375408,2.2095906584016056,70.41187135265515
Davies,2012,115556,40,44,10,25,22687,77,300,5.390000000000001,0.03488271808051158,0.10384430619749359,3.3499999999999996,2.04,0.01949166511980759,0.008767149959243624,39,0,911,56.10833333333333,266.0833333333333,190.875,103.5,55,0,0,38,0.2941738492416317,-0.35821469733109246,49.019999999999996,1.189710592569363,0.006578188614952927,-2.1999999999999997,-0.18181818181818182,Ben,484,484,Davies,Ben,0.0015427337241592102,0.028258815079051213,48.570106379091456,8.08242946514321e-06,142.79666666666665,561.6984402079722,0.0005401728726047654,0.02623625388551287,2.1205230255073833,47.987892722374426
Davis,2020,455084,40,38,0,0,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.3,2.8,0.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,Leif,267,267,Davis,Leif,0.0,0.0,0.12,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.22799999999999998
Dawson,2011,60232,45,43,21,8,24721,68,390,3.8,0.060197606572846035,0.03386312174502098,3.1100000000000003,0.69,0.01074164415573505,0.0023749068202289,52,2,826,58.71666666666667,344.6333333333334,67.025,174.5,38,0,0,50,0.21759979693792952,-0.4831707332980469,74.3,1.4255266301830467,0.016132547641731818,2.3818181818181823,0.4545454545454545,Craig,542,542,Dawson,Craig,0.0011730917034100561,0.01311655097596395,30.889237979152647,1.7502300684969134e-05,202.38333333333335,753.689024390244,0.0004690021802738856,0.014487119959221504,2.3133968961262656,52.83276068605678
Digne,2018,101188,50,54,6,30,15013,47,237,6.8100000000000005,0.03653354051971237,0.16478707209501567,1.42,5.390000000000001,0.010497692474904249,0.04086902844275498,31,2,616,156.0,580.5666666666667,773.0166666666668,204.66666666666666,73,0,0,45,0.27129925715000397,-0.4654976265031214,67.56,1.4350433234078073,-0.03884493643362358,0.35999999999999943,-1.24,Lucas,36,36,Digne,Lucas,0.0023979218011057086,0.05136672091765923,175.1340495378364,3.1020311779897474e-06,307.7033333333333,350.6890913338005,0.0003707362092000167,0.0649285336275054,1.3475980110849142,131.59504293196247
Diop,2018,219924,45,42,7,2,11506,27,190,1.46,0.05055038379988913,0.02103369568694453,0.55,0.9099999999999999,0.0049070233472294665,0.00808762490445805,19,1,357,59.300000000000004,459.2,35.766666666666666,96.83333333333333,23,0,0,37,0.21502211946767988,-0.5197036211997889,69.06,1.5142811724671519,-0.02000159636067656,-2.72,-0.6,Issa,245,245,Diop,Issa,0.0007822005909960021,0.012994648251687516,16.863196928892705,2.186954122076427e-05,198.03666666666666,1100.0,0.00019101357533479906,0.003221099536962599,3.003770126110632,46.35286586642525
Disasi,2023,220362,50,49,2,0,2579,5,50,3.81,0.0697944939899185,0.0,2.35,1.46,0.0820085304381543,0.0509499806126405,6,0,71,85.1,573.2,105.5,172.0,6,0,0,29,0.1744862349747964,-0.6281504459092672,43.96,1.7448623497479645,,,,Axel,167,167,Disasi,Axel,0.0007754943776657619,0.13295851105079481,38.32791779759597,7.350657608206274e-06,274.98,443.88984509466434,0.0,0.0,2.500000000000002,70.3273997673517
Doherty,2011,87835,40,40,12,22,9930,31,128,2.76,0.09474050039875863,0.15949929993573214,1.63,1.13,0.024423293152580645,0.014969340932472656,10,1,502,83.77142857142857,322.37142857142857,224.75714285714284,290.0,42,0,0,16,0.24246995772041052,-0.3185040163686751,31.77,1.0387299986420981,-0.06171015396262397,2.9,0.7666666666666666,Matt,543,543,Doherty,Matt,0.0034239677744209466,0.0393926340850533,74.0371745615688,1.5234077684450918e-05,258.4657142857143,270.1305767138194,0.0019606270441764923,0.14515928671982764,0.9537057431661161,81.30923593480713
Dunk,2017,83299,45,45,16,7,21415,64,336,7.949999999999999,0.06819664926139885,0.028231010706091984,4.82,3.14,0.020743400996973645,0.013609769456754458,39,5,739,127.68571428571428,772.7142857142857,145.95714285714286,356.57142857142856,72,0,0,69,0.27021293527042095,-0.454620439533086,96.19,1.4067640341031358,0.005214219011038384,-1.4666666666666661,-0.09999999999999998,Lewis,120,120,Dunk,Lewis,0.0010740135419098763,0.0343531704537281,64.88431939148782,7.358417141400738e-06,435.6371428571428,691.9224555735057,0.00010409990021280993,0.006754451174029971,2.802234704871188,113.08148894207629
Estupiñán,2022,204214,45,50,3,10,3916,13,69,8.9,0.08929248913314465,0.22649669929433186,2.8,6.1,0.06652358188893585,0.14573022015544204,8,0,185,125.75,463.0,570.25,226.5,22,0,0,46,0.27698286234593994,-0.555472450760409,68.1,1.6656639892469625,-0.1111942159062577,-8.5,-3.5,Pervis,122,122,Estupiñán,Pervis,0.003319713993871297,0.21225380204437788,136.80366600544156,5.8215063461136295e-06,277.3,178.81278538812788,0.0004186272375625848,0.05726974078829249,0.8771131897365487,110.18250417909856
Evans,2007,37642,45,44,14,15,31269,94,408,0.6799999999999999,0.03369665095558124,0.03599502011596164,0.23,0.45,0.0010850148946723059,0.0019357936449317529,56,3,1217,33.9,226.15294117647062,41.705882352941174,70.52941176470588,95,0,0,27,0.2552424357889671,-0.3770882285385131,47.47,1.1979630071352498,-0.006915236934440136,0.8999999999999999,0.38749999999999996,Jonny,371,371,Evans,Jonny,0.0009274361188397455,0.0030208085396040587,15.418394813475846,2.2237537405184305e-05,109.89058823529413,1053.5377358490566,0.0010660185274020061,0.016436294533964252,3.662452512107863,28.145860405137558
Faes,2022,218218,45,42,1,2,2786,7,51,1.78,0.0323043790380473,0.0646087580760947,1.2,0.58,0.0387652548456568,0.0187365398420674,4,1,78,93.8,712.2,115.9,110.0,5,0,0,31,0.2261306532663316,-0.5685570710696339,52.76,1.6475233309404165,,,,Wout,291,291,Faes,Wout,0.0010768126346015793,0.0575017946877242,34.21230437903805,9.290876916320787e-06,287.41999999999996,582.8451882845188,0.0012377156719558383,0.04234510530365875,2.3333333333333357,71.16936856697279
Fofana,2020,444463,50,50,1,1,4252,10,61,1.03,0.022026431718061665,0.013274336283185834,0.74,0.29,0.016299559471365632,0.006387665198237867,13,0,125,45.73333333333333,309.3333333333333,65.83333333333333,79.66666666666667,11,0,0,14,0.1845922650374718,-0.43024220720996675,22.96,1.2601977830623887,-0.0319352628970188,-4.833333333333334,-1.8333333333333333,Wesley,189,189,Fofana,Wesley,0.00047036688617121356,0.0226872246696035,21.146126206905514,7.144813460828561e-06,141.78,1403.300330033003,0.0008109773899503683,0.017149030238837314,5.229128868554602,36.81467269056705
Gato Alves Dias,2020,171314,55,59,3,6,9798,49,83,5.01,0.026656365920929573,0.05476965205170843,2.74,2.27,0.027466120964787,0.02081353845394605,12,0,451,91.975,557.0,152.1,208.75,28,0,0,50,0.44633278467247883,-0.12607899827894045,42.480000000000004,0.7615302803698301,-0.025142759069882403,-0.08333333333333333,-1.5833333333333333,Rúben,361,361,Gato Alves Dias,Rúben,0.0009185548071034905,0.04827965941873305,51.32209344198388,6.039150605545631e-06,289.87,699.3576017130621,0.0002697664631728313,0.013844979630469552,5.481451700394612,78.503139919882
Gilchrist,2023,514280,40,40,1,0,200,1,6,0.37,0.45,0.0,0.32,0.05,0.144,0.0225,1,0,20,11.1,70.6,8.6,33.0,0,0,0,2,0.45,-0.8999999999999998,5.46,2.7,,,,Alfie,170,170,Gilchrist,Alfie,0.005,0.16649999999999998,5.2,0.0005813953488372093,39.89999999999999,145.985401459854,0.0,0.0,1.0,10.061499999999999
Gomes,2021,510362,45,44,2,4,4109,8,69,2.83,0.04150126308191986,0.04330566582461203,1.9700000000000002,0.86,0.028274990977986265,0.013875857091302735,14,0,131,44.36666666666667,289.0,65.56666666666666,88.0,10,0,0,41,0.1660050523276795,-0.5175748827138217,74.33,1.4599422591122337,0.04121255864308915,8.5,1.3333333333333333,Toti António,567,567,Gomes,Toti António,0.0014602092966658554,0.042150848069288996,21.942925538313485,2.2270604422966787e-05,139.57333333333332,465.3454133635334,0.0011319451912138415,0.024838189044257344,1.957446808510639,36.692388139300185
Gomez,2015,171287,45,42,0,6,9548,48,99,2.96,0.0,0.08436800896956641,1.22,1.7400000000000002,0.008015774702073312,0.011952309134564125,25,0,433,38.475,231.2,118.73750000000001,34.0,33,0,0,32,0.44661370589122995,-0.2233368819112031,52.36,1.0049559106692378,-0.01868381394113213,1.2285714285714284,0.39999999999999997,Joe,322,322,Gomez,Joe,0.0006284038542103058,0.019968083836637437,27.17281040269087,5.2923790227207554e-06,94.055,1065.625,0.00036115164035075044,0.009813505049871744,5.29363809038488,29.680348797396654
Gusto,2023,482609,40,43,0,6,1746,5,28,4.4,0.0,0.3092783505154639,1.01,3.39,0.052061855670103,0.1747422680412371,7,1,74,110.4,434.8,494.8,174.0,10,0,0,19,0.2577319587628865,-0.4742268041237113,26.12,1.4432989690721647,,,,Malo,171,171,Gusto,Malo,0.003436426116838488,0.2268041237113401,116.45278350515466,6.945081076876491e-06,239.52,167.8846153846154,0.001013695019716368,0.1180476066712837,0.8333333333333331,94.48624569939889
Guéhi,2021,209036,45,45,3,2,8572,26,121,3.86,0.027630982938245466,0.024162472113133066,2.04,1.8199999999999998,0.021767014539291734,0.0222388725359022,14,0,284,91.3,614.4666666666667,116.86666666666667,179.33333333333334,16,0,0,60,0.27261084858297085,-0.40696941202500136,77.98,1.2900343786454744,-0.024713756291830202,-1.3333333333333321,-1.166666666666667,Marc,200,200,Guéhi,Marc,0.0005832944470368642,0.044005887075193935,41.32496780147591,4.9911104994597615e-06,292.26666666666665,967.4943566591422,0.0001281965817663438,0.005297719613753431,5.2634227300060195,74.98350826191599
Gvardiol,2023,477424,50,52,4,2,2327,9,23,5.23,0.1547056295659647,0.0773528147829823,3.14,2.09,0.1214439192092823,0.0808336914482165,3,0,123,129.7,544.4,362.2,389.0,12,0,0,26,0.3480876665234207,-0.2165878813923507,23.88,0.8895573700042975,,,,Joško,350,350,Gvardiol,Joško,0.002578427159432746,0.2022776106574988,111.42508809626129,7.1187939244415955e-06,383.76,207.21282279608192,0.0004112324018234045,0.04582160660120997,1.5000000000000009,121.32284988989252
Hall,2022,487838,45,43,1,0,1426,3,23,3.3600000000000003,0.05821474773609315,0.0,1.18,2.1799999999999997,0.0775727114779235,0.14252717579724586,3,0,57,41.849999999999994,164.60000000000002,147.45,106.0,6,0,0,16,0.18534220603880192,-0.5085098332108351,26.39,1.4566167890658894,0.0427918513220899,0.5,0.5,Lewis,399,399,Hall,Lewis,0.0007012622720897616,0.22009988727516935,40.113285899094436,4.755932669310014e-06,110.75,327.0642201834862,0.0,0.0,3.1837672281776417,38.195524738319406
Hause,2019,123354,45,44,3,0,2571,6,49,0.0,0.142615850062242,0.0,0.0,0.0,0.0,0.0,5,0,86,33.800000000000004,200.86666666666667,13.700000000000001,123.0,6,0,0,0,0.2572839971138088,-0.5476611223704057,0.0,1.626436803039823,0.09922643363344999,-8.833333333333334,0.0,Kortney,40,40,Hause,Kortney,0.0011668611435239206,0.0,15.097046340024898,8.517234624262194e-05,128.51999999999998,857.0,0.0,0.0,1.8040350844700783,31.743168594353016
Henry,2021,194010,45,45,3,4,6416,21,92,5.67,0.032432432432432434,0.10259074535882513,1.87,3.8,0.021903574397339965,0.09418352267479446,7,0,233,74.56666666666666,327.93333333333334,268.26666666666665,149.66666666666666,8,0,0,42,0.2739621167301965,-0.3877087561376838,53.61,1.2432340070744061,0.0137131894987256,-5.166666666666666,-1.0,Rico,92,92,Henry,Rico,0.0010910224438902742,0.11608709707213442,68.66375019658062,4.0669325691734874e-06,188.12666666666664,506.3930544593528,0.00016406352539703373,0.011265216924232284,2.02900065908488,65.09117712505129
Hickey,2022,472713,50,49,0,3,2631,7,42,1.29,0.0,0.070385818561001,0.5800000000000001,0.71,0.02153825791534245,0.021812693505243702,12,0,80,29.0,147.0,74.55,69.5,2,0,0,32,0.24353690657782545,-0.487073813155651,38.33,1.461221439466953,-0.0178350227489773,-9.0,-1.5,Aaron,93,93,Hickey,Aaron,0.0011402508551881414,0.04335095142058615,21.8811157455683,1.529511542841236e-05,84.64999999999999,613.2867132867133,0.0016059871199832977,0.03514079005824643,3.460028050490885,25.682948972195874
Hill,2023,463981,40,40,0,0,74,0,1,0.01,0.0,0.0,0.0,0.01,0.0,0.0121621621621621,0,0,5,3.5,32.6,2.2,0.0,0,0,0,1,0.0,-0.4864864864864865,1.34,1.2162162162162162,,,,James,68,68,Hill,James,0.0,0.0121621621621621,0.44000000000000006,0.0,10.479999999999999,7400.0,0.0,0.0,0.0,2.272
Holding,2016,156074,45,41,2,2,6974,22,99,0.47,0.0381836008424722,0.020726800993855,0.32,0.15,0.007320793085917628,0.0034316217590238856,12,1,254,32.728571428571435,244.74285714285716,31.0,51.0,23,0,0,6,0.23462970013522702,-0.4765177749838912,11.14,1.425924137594955,-0.05511910476119852,1.1333333333333335,-0.16666666666666666,Rob,202,202,Holding,Rob,0.0005735589331803843,0.010752414844941514,11.321491480635146,1.8501901070334976e-05,105.46857142857142,1560.178970917226,0.0019118631106012811,0.021645141918813015,3.982822945039601,25.622674131959357
Holgate,2016,194164,45,41,3,7,10650,30,185,1.92,0.015469783049270725,0.04067805622296504,1.55,0.37,0.030935733226597276,0.0069442012308000125,31,3,326,42.475,275.225,72.2125,77.0,19,0,0,14,0.22157875693014734,-0.6002561615517981,28.9,1.7222191608096424,-0.04728634835665846,1.542857142857143,-0.11428571428571425,Mason,225,225,Holgate,Mason,0.0009389671361502347,0.03787993445739729,22.1608913300866,1.3002833805092396e-05,129.5625,893.4563758389262,0.0017764243116355793,0.039367146126279964,3.9463452165240236,34.77731586460665
James,2019,225796,50,49,7,18,7398,23,104,5.65,0.07040649510479233,0.24913523833954548,1.36,4.29,0.028343088071348922,0.10130992196209584,12,3,369,110.02000000000001,381.15999999999997,477.9599999999999,239.2,51,0,0,19,0.22466207113332848,-0.5165918527025612,25.42,1.5161417028897315,-0.021863194963719745,-0.5499999999999998,-0.10000000000000009,Reece,172,172,James,Reece,0.0033792917004595835,0.12965301003344476,119.61490316954377,7.0702395607573525e-06,255.952,241.37030995106036,0.0005671538518253847,0.06784005306832716,0.7030758352334695,99.03743177071284
Johnson,2018,222018,40,40,2,0,3643,7,61,0.8200000000000001,0.03980706164372158,0.0,0.31,0.51,0.008016771850955284,0.01004365868418775,3,0,127,20.0,117.86666666666667,60.833333333333336,21.0,2,0,0,13,0.1240464118698697,-0.5765462196165897,28.689999999999998,1.5654119609113437,0.0009837460016958815,2.2,0.27999999999999997,Ben,275,275,Johnson,Ben,0.0005489980785067252,0.018060430535143036,14.282589491324156,9.024625948055756e-06,49.86,1291.8439716312055,0.0,0.0,3.116191116543626,15.685200495953216
Jorgensen,2017,48760,45,45,5,5,8266,20,145,2.77,0.07660968057583852,0.04058165152961944,2.0700000000000003,0.7000000000000001,0.0340883474266835,0.011577280075746479,20,0,266,55.839999999999996,368.12,81.12,107.8,20,0,0,23,0.21144939119320597,-0.562060359871534,39.45,1.6166002908720412,-0.014199300494199275,-7.25,-1.5,Mathias,112,112,Jorgensen,Mathias,0.0012097749818533753,0.04566562750242998,27.046818367689223,1.4913399677679674e-05,175.504,647.2983555207518,0.0008641249870381251,0.023371831571401974,1.8043091361307098,45.91997669206895
Justin,2019,220627,50,47,2,5,5328,20,77,0.8,0.0217391304347826,0.07995885017033443,0.31,0.49,0.005571086261980825,0.008805910543130974,5,0,210,56.7,277.8,190.175,98.25,16,0,0,14,0.32197195077112595,-0.4018416866949574,21.31,1.3265761675085197,-0.015135347710200336,1.75,0.3333333333333333,James,295,295,Justin,James,0.001313813813813814,0.0143769968051118,47.89268330722502,6.908446503556271e-06,143.805,683.0769230769231,0.0019151804866090582,0.09172313252134473,3.165962085533541,47.91865898508282
Kaboré,2023,476369,40,40,0,3,1727,0,39,2.09,0.0,0.1563404748118124,0.22,1.87,0.0114649681528662,0.097452229299363,7,0,34,64.0,326.6,253.0,62.0,3,0,0,21,0.0,-0.8129704690214243,38.04,2.032426172553561,,,,Issa,626,626,Kaboré,Issa,0.0017371163867979154,0.10891719745222919,56.84690214244355,6.866072675090575e-06,141.78000000000003,339.2927308447937,0.00092893924427696,0.05280731831568781,0.0,51.0953748858179
Keane,2014,106611,45,42,13,10,20080,61,335,2.74,0.07138280817366155,0.05075278459590038,1.85,0.8899999999999999,0.02593773788267829,0.00981653789478339,21,1,739,82.12222222222222,544.7333333333333,63.14444444444444,212.0,76,0,0,14,0.2511104495152526,-0.5610385290038022,34.79,1.653706772024758,-0.011428859275397074,0.9749999999999996,0.475,Michael,228,228,Keane,Michael,0.001145418326693227,0.03575427577746168,33.87266784753712,1.8139653246945354e-05,285.8444444444444,780.10878010878,0.0005595595147499889,0.018953773584055422,2.0559973044797237,70.71835560935322
Kelly,2019,235530,45,44,0,3,4231,10,85,1.98,0.0,0.04872921480246956,0.51,1.47,0.009067933032839632,0.025168554221430967,7,0,119,38.46666666666667,257.40000000000003,94.73333333333335,31.333333333333332,10,0,0,40,0.19782115572472256,-0.6737959721531399,60.96,1.8823110861075723,0.05808633994223885,6.666666666666666,1.1666666666666667,Lloyd,404,404,Kelly,Lloyd,0.0007090522335145356,0.0342364872542706,22.094618764440742,7.484717454411e-06,100.58000000000001,849.5983935742971,0.00048234845817315345,0.010657305294951618,4.059600724670349,28.954108456292172
Kerkez,2023,544877,45,44,0,2,1966,6,37,2.38,0.0,0.091556459816887,1.32,1.06,0.0604272634791454,0.0485249237029501,4,1,59,67.7,310.0,216.5,150.0,1,0,0,22,0.2746693794506612,-0.5676500508647,36.85,1.6937945066124112,,,,Milos,70,70,Kerkez,Milos,0.001017293997965412,0.1089521871820955,58.32746693794507,4.698817542565413e-06,181.54,448.8584474885845,0.0009597113188352943,0.05597753021933729,3.0000000000000027,59.6393879345093
Kesler-Hayden,2023,465390,40,40,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.11,0.0,,,,Kaine,43,43,Kesler-Hayden,Kaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilman,2018,214048,40,40,3,3,10907,31,159,4.71,0.014352286967418533,0.021592854340496584,3.09,1.62,0.01374895888041845,0.007180197242425683,17,0,361,58.833333333333336,411.5,74.68333333333334,100.83333333333333,28,0,0,75,0.1850108804662279,-0.3131516813995069,123.77000000000001,0.9678900839649951,-0.07515640353588163,6.36,1.24,Max,524,524,Kilman,Max,0.0005501054368754011,0.020929156122844135,25.03221877108912,7.3658393690078256e-06,185.63333333333333,1018.3940242763771,0.00016978562866524726,0.00425011100093537,5.147034445667585,47.13973618529624
Kiwior,2022,440854,40,40,2,3,1367,8,14,1.4500000000000002,0.1536530535781191,0.143312101910828,0.84,0.61,0.04593855376545515,0.02972124391157735,1,0,93,28.3,163.7,62.400000000000006,55.5,2,0,0,16,0.49838890970400895,-0.20762832521543645,11.61,1.0174597227426003,0.1311952041963282,1.0,2.0,Jakub,8,8,Kiwior,Jakub,0.0036576444769568397,0.0756597976770325,18.1344548520045,5.861609738712884e-05,82.51999999999998,211.93798449612402,0.0035976830920886947,0.06524202160530237,1.6782740348221048,23.759239002454095
Konsa Ngoyo,2019,199798,45,43,6,3,14101,44,227,5.359999999999999,0.04049860682634426,0.023529479479335418,3.64,1.72,0.02086655920452116,0.00977083373793476,21,2,463,83.58,529.4399999999999,105.85999999999999,199.0,29,0,0,72,0.27597820655447924,-0.48026056018142116,102.95,1.4766296070080323,0.030082063094978375,1.5999999999999996,0.9500000000000002,Ezri,44,44,Konsa Ngoyo,Ezri,0.000638252606198142,0.03063739294245592,41.095258286574335,6.0292141148511436e-06,275.048,981.9637883008357,0.00012369236554227557,0.005083169710037182,4.310267922688145,71.44790715964815
